,req,res
24071,너네 혹시 한신 포차 좋아해?,아니/나는 안 가봤어 ㅠㅠ
24072,헐 우리 동네 국물 닭발 맛집이야 키키,오 진짜?/나도 거기 가보고 싶다!
24073,계란말이도 맛있어,나 계란말이 제일 좋아하는데/필수야 키키
24074,한신에 감바스 메뉴도 있었어?,한신 갑자기 들어보니 가고 싶다..
24075,거기 가면 안주 털어야겠네,우리 다 같이 한신포차 가보는 게 어때?!
24076,소주 한잔 진하게 하자구,좋아 키키/벌써 갈 생각에 설레네
24077,청약은 한 달에 얼마 정도 넣고 있어?,나는 청약 따로 안 들어 ㅠㅠ/돈이 없네
24078,쪼달리지만 열심히 ㅠ 넣으면 되겠지,5만원이면 나쁘진 않네/그게 효과가 있어?
24079,청약 당첨 1순위가 대부분 신혼부부래,아 신혼부부는 어쩔 수 없이 집이 필요하지!
24080,1인가구 지원을 안해주나 ㅠ,1인가구도 신혼부부 다음 순위지 않을까? 키키
24081,가족이 많아야 혜택이 클 거야 키키,그렇긴 하지 키키/나는 1인가구인데 지금...
24082,언젠가 부동산 풀리겠지,그래야겠어/일단 내일 은행 가 봐야지~
24083,경차인데 귀여워 키키 예쁘고,차 앞 라이트 동그라미 2개 귀엽지 않아?
24084,옵션은 안 좋은 감성카 아닐까 하하,그치/그냥 귀여운 차 정도로 생각하면 되겠다!
24085,여자들이 많이 사는 차래,근데 그거 풀옵도 비싸다더라...
24086,근데 티볼리 좀 크지 않아?,티볼리 보단 캐스퍼가 더 작긴 하지 키키
24087,은근 suv 같고 좋은데 티볼리 어디 차야?,티볼리는 쌍용차일걸? 키키/여자들이 많이 타긴 해
24088,너네 알바 자주 해?,나는 단기알바 위주로 많이 해
24089,오 일주일에 보통 몇 번 해?,나는 주에 1~2번 정도?~
24090,나는 4일 출근해 키키,저 형 진짜 직업은 뭘까...
24091,부럽다 ㅠㅠ,대박이다! 키키/저 형한테 좀 붙어야겠네~
24092,축협 다니면 소고기 싸게 안돼?,그니까/직원 할인으로 우리한테 팔아주면 딱이다!
24093,빌 붙어야지,우와~/형 너무 좋아/앞으로 형님으로 모실게
24094,너네는 또래 보다 군대 빨리 갔어?,나는 20살 바로 군대 가서 선임이 동갑 키키
24095,빨리 가는 게 진짜 좋다며 키키,응 키키 은근 편하고 좋더라고
24096,개꿀,그렇긴 한데 어차피 나이가 크게 안 중요해서 하하
24097,요즘 형동생 한다 하더라 군대에서 키키,그건 조금 짬차고 친할 땐 그렇게 하더라
24098,상병 지나면 그냥 군생활 피지 키키,그치/상병이 군대의 꽃이라고 하잖아~
24099,아직도 군대 사람들이랑 연락해?,나는 친했던 사람 위주로는 아직 해
24100,너네는 무슨 전공 했어?,나는 기계.../완전 어렵고 싫더라 하하
24101,나도 배우다 포기,그래서 전공 바꿀까 지금 고민이긴 해...
24102,힘들어,아 세무는 숫자가 너무 커서 어려울 거 같아 ㅠㅠ
24103,돈이 억 단위로 왔다 갔다 해 키키,그치/실수하면 진짜 큰일 나겠다 하하
24104,그래서 맨날 공부 해야한대 키키,와... 나는 세무 쪽은 부담스러워서 못 갈 거 같아
24105,키키 하다 보면 다 하게 돼있대,그렇구나 키키/사람은 적응의 동물이라 그런가봐
24106,가족 모임 자주 하는 편이야?,나는 여행보단 외식 같이 하는 편이야!
24107,오 난 사촌들이랑 자주 만나,부럽다/나는 사촌이랑 연락도 안 해
24108,나는 친구처럼 지내 키키,나도 그런 사촌 있으면 좋겠는데 ㅠㅠ...
24109,다들 완전 남처럼 지낸다 하더라,그니까 키키/sns도 모르고 나이도 나랑 너무 차이나
24110,우리집이 좀 드문 케이스야 키키,그래도 그게 좋은 거야/난 부러운걸...?!
24111,그리고 가족끼리 더 돈독해져,부럽다 ㅠㅠ/가족이랑 외식도 난 자주 안 해서...
24112,여자친구한테 바라는 거 있어?,음... 바라는 건 없고 그냥 이렇게만 연애하면 좋겠어
24113,넌 지금 행복한 연애중?,당연하지~/나는 지금 행복한 연애중이야
24114,여자친구가 정말 잘해주나 보다 ^^?,그럼~ 키키/나도 잘해주려고 노력중이거든~
24115,여자친구 입장도 들어봐야 함,그건 맞지만 좋다고 해주지 않을까?!
24116,내가 한번 떠볼게,좋아 키키/너무 티나게 묻지는 말고
24117,키키 내가 들었는데 요즘은 나쁘지 않대~,오~ 역시 내가 잘 해주고 있네/뿌듯하다
24118,완전 이쁘다,나는 몰라/그냥 길냥이만 알아 키키
24119,개냥이 같아,귀엽겠다 키키/나는 코숏 키우는 집사라 잘 몰라
24120,응 완전 귀티나게 생겼어 키키,그러면 또 인기쟁이 되겠다 sns에 올리면
24121,도도하고 시크한 게 아주 내 스타일이야,누나 길냥이도 귀엽고 이뻐~ 키키/코숏!
24122,너네집 고양이도 예쁘더라,그치?/사진 봤구나 키키/완전 일자컷 머리가 매력이야
24123,너네집 고양이 츄르를 좋아해?,당연하지/4개월차인데 환장하고 먹더라
24124,수영 배워보고 싶은데 코로나 때문에 안되겠지?,그치/은근 수영장에서 좀 걸린다더라
24125,나 어깨 깡패 될려고 배울까봐,헐 키키 수영이 어깨 넓히는데 최고잖아
24126,그리고 생존 수영 배워보고 싶어,생존수영?/그냥 개헤엄만 치면 땡이야~
24127,노노 내가 해봤는데 그냥 가라앉아,아... 그러면 구명조끼를 그냥 입자/어때
24128,흑 ㅠ 물에 들어가질 말아야 해 나는 키키,그러게/물과 친해지려면 수영이 답이긴 하지
24129,혹시 몰라 계곡에서 놀다가 변 당할지 ㅠㅠ,에이/누나 남친이 지켜줄 거야/걱정마~
24130,너네 명절 때 고스톱 게임 해?,아니 키키/우리 부모님들은 하던데
24131,나는 이번에 섯다 한판 해봤어 키키,난 그런 포커게임 어렵던데/안 그래?
24132,포커는 우리나라 게임이 아니지 키키ㅎ,아 그래?/포커는 그럼 어느 나라 게임이야?
24133,여튼 우리집은 섯다야 키키,섯다?/나는 그 조커 이런 건 알아
24134,그거 원카드 게임 아닌가?,응 그거 애들이랑 여행 가서 하면 꿀잼!
24135,트럼프 도둑잡기 여러 개 많더라,맞아/카드게임이 어렵긴 한데 재미는 있어
24136,캠핑 여행 다녀왔는데 너무 좋았어,캠핑 여행 너무 낭만적이다/부러워...
24137,산 꼭대기 캠핑,대박 키키/산 꼭대기까지 그럼 걸어간 거야?
24138,고라니도 봤어,고라니가 차로 안 달려들어서 다행이다!
24139,밤이라 더 위험했어 키키,밤에는 무조건 라이트 키고 천천히 가/필수야 캠핑장 같은 곳은
24140,그리고 캠핑장 고양이가 너무 귀여웠어,캠핑장에 고양이가 있어?/그 산속에?/춥겠다 ㅠㅠ
24141,방까지 들어와서 너무 웃겼어 키키 뚠뚠이,캠핑장까지 들어와? 키키/겁이 없는 냥이구나
24142,가을을 즐기고 싶어,그니까/날씨 보니까 가을은 저 멀리 갔어 키키
24143,붕어빵 파는 아저씨들 많아졌어,와 나 겨울에 붕어빵 먹는 거 진짜 좋아하는데!
24144,날씨가 추워야 더 맛있지 키키,형 피자 붕어빵 좋아해? 키키/에이/팥 붕어빵이 최고지
24145,겨울 돼야 있나,그치/겨울 되면 본격적으로 나올 거야!
24146,타꼬야끼 아저씨도 왔으면 좋겠어 키키,타코야끼는 계절 상관없이 있는 거 아니야?~
24147,내 겨울 최애 간식들이야 키키,타코야끼에 붕어빵은 겨울 최고 조합이야! 키키
24148,인천 아라뱃길에서 실종된 여자 숨진 채 발견됐대,아 나도 조금 전에 봤어/그 31살 여자...
24149,아라뱃길 근데 무서워,아라뱃길 옛날부터 사망 사건으로 이슈였잖아 ㅠㅠ
24150,타살 같긴 한데 그알에서 나올 것 같아,그알에서 항상 그런 거 취재해서 비밀 풀어주잖아!
24151,실종한지 3일만에 시신으로 발견된 거니깐 ㅠㅠ,와 너무 무서워 ㅠㅠ/발견한 사람은 트라우마겠다
24152,무슨 일이 있던 건지 ㅠㅠ 모르겠네,뭔가 그래도 타당한 사유가 있지 않을까...?
24153,좀 더 수사를 해야 할 것 같대!,그치/그알에서 곧 나왔으면 좋겠다 ㅠㅠ/바로 챙겨볼텐데
24154,할로윈 때문에 과자봉지에 속여서 대마 넣고 그런대,대마? 키키/할로윈을 틈타 마약을 파네
24155,거기 포장지에 넣어서 거래 하나봐,아 그거 알아 키키/근데 거기에 대마를 넣는다고...?
24156,응 ㅠ 미국은 게다가 애들이 사탕 받으러 돌아다니니깐...,할로윈을 노렸네 키키/그런 문화 악용의 예다...
24157,어린이가 대마 하면 치명적 이래서 걱정이야,어린 애기한테도 그렇게 대마 전달이 가능하니 더 무섭다
24158,상반기만 대마초 흡입해서 응급 구조 건수만 2천 건이 넘어 ㅠㅠ,와 역시 해외는 뭐가 다르긴 한가보다 ㅠㅠ
24159,미국은 할로윈 본고장이라 더 하나봐,맞네 키키/우리나라는 저 정도는 아니어서 다행이다
24160,나 머리 완전 찰랑거려,오 누나 단발로 자른 거 아니야~?
24161,클리닉까지 해서 그런지 족제비털 같아,클리닉?/그건 뭐야/약 처방 이런 건가 하하
24162,머리에 영양을 주는 거래,그런 건 또 비싸겠다 키키/나는 그런 거 안 해 봤어
24163,음 클리닉만 8만원 하던데 ㅠㅠ,비싸다/나는 커트 다운펌 해도 2만원이면 되는데...
24164,아 나는 머리가 길어서 그런가봐 ㅠㅠ,그렇구나/여자들은 기장에 따라 가격도 다르고 그런다던데/맞아 누나?
24165,기장이 길면 기장 추가 비용도 들어,아하!/그래도 자주 안 가서 한 번 갈 때 많이 쓰는 거지? 키키
24166,너네는 고질병 같은 거 있어?,나 비염이 진짜 너무 심해 ㅠㅠ
24167,난 위염 자주 걸려 ㅠㅠ,위염...?/그거 많이 아프다던데/그치?
24168,내시경 해도 별 문제 없어,아 뭐가 문제일까/스트레스 때문 아니야?! ㅠㅠ
24169,그리고 스트레스가 가장 큰 것 같아,스트레스는 어디든 다 안 좋은 영향만 주네
24170,나는 스트레스가 소화 장애로 이어져,나는 스트레스 받으면 탈모 오는 거 같던데... 키키
24171,대머리 순식간이야,그러게/스트레스 안 받게 조심해야겠다 ㅠㅠ
24172,나 요즘 프로 당근러야 키키,당근?/당근마켓 말하는 거지 누나? 키키
24173,은근 좋은 물건들 많이 올라오더라,누나 당근에서 산 거 뭐 있어?~
24174,나는 트래블 키트 미개봉 샀어 키키,아 그 여행용 세트 뭐 이런 거 샀구나 키키
24175,비싼 호텔 어메니티 같은 거 좋잖아 ㅠㅠ,맞아/비행기 1등석 타면 주는 그런 거 당근에서 산 거 구나?~
24176,그래서 겟했어 하하,아 알지 그런 브랜드들 키키/시중에서 비싸게 팔잖아 ㅠㅠ
24177,저렴하게 잘 샀어 키키 구성도 좋고,나도 다음에 당근에서 한 번 꿀매물 찾아봐야겠다!
24178,좋아하는 예능 프로그램 있어?,나는 무한도전 좋아해 키키~종영했지만
24179,강호동 있었을 때,1박2일 지금도 하는 거 아니야? 키키/안 본지 너무 오래 지났네
24180,1박2일 논란되어서 망하는 것 같던데 ㅠ,아 ㅠㅠ 어쩔 수 없네/요즘 볼 만한 예능이 없어
24181,1박2일의 저주라 그러더라,1박2일이 이리저리 논란 사람들 많이 고정이어서 그런가보다 ㅠㅠ
24182,무도는 스무스하게 종영한 것 같더라,무한도전은 그래도 진짜 무난했어 키키/그리고 재밌었고~
24183,그리고 장수 프로그램이라 종영 하는 게 나았어 키키,그렇긴 한데 난 무한도전 종영 아쉽더라 ㅠㅠ
24184,여름에 공포영화 나온 거 본 적 있어?,아니.../나는 공포 영화 싫어해 키키
24185,나는 영화관에서 애나벨 봤어,애나벨?/그게 그 유명한 팝콘 엎어버리는 짤 영화잖아
24186,옆에서 진짜 팝콘 튀기더라 키키,그렇긴 해 키키/나는 공포영화는 안 봐서 짤로만 봤어
24187,너무 웃겨,더더욱 가기 싫다 키키/나는 액션영화나 영화관 가서 볼래~
24188,요즘은 잘 없더라 공포영화,코로나때메 극장가가 타격이 커서 개봉을 잘 안 하더라
24189,공포 말고도 다른 영화도 잘 없더라,그치.../난 1달 1영화관 진짜 필수였는데... ㅠㅠ
24190,오늘 저녁에 피자 먹자!,피자~?/너 요즘 막 먹는 거 아니야?
24191,우리 피자 안 먹은 지 오래됐잖아 ;,그런가~/추석 때 먹지 않았었나?
24192,동생 휴가 나왔을 때 피자 한 번 먹고 먹은 적이 없다니까,생각보다 피자 안 먹은 지 오래됐구나
24193,아빠 또 아구찜이나 이상한 거 말할라 그러지,아구찜이 뭐가 이상해~
24194,나 곱창 안 먹는데;,그때 우리 가족 다 같이 곱창 먹으러 가지 않았어?
24195,그땐 엄마랑 아빠가 곱창 먹으면 남은 국물에 라면 사리 먹은 게 다였지 ;,아 그랬네.../곱창 안 먹고 라면 사리만 먹었구나
24196,엥 아파트 왜 엘레베이터가 안 됨?,일주일 동안 엘레베이터에 공고문 붙여진 거 안 봤어?
24197,바빠 죽겠는데~,운동한다 생각하고 계단으로 다녀
24198,안 간 지 한 5달 된 것 같은데,그럼 그 헬스장 취소할까?
24199,그냥 취소해 줘,일찍 좀 말하지 그랬어~
24200,어딨는지 못 찾겠던데,너 키 잃어버려서 헬스장 안 가고 있던 거지
24201,아빠 닮아서 그런가 보지... ㅠ,엄마가 내일 관리사무소 가서 말할게
24202,와 회사 도착 시간 최단 기간 찍어 버림,너무 빨리 도착해 버렸어?
24203,9시까지 출근인데 오늘 버스가 바로바로 오고 차도 하나도 안 막혀서 8시 13분 도착...,그렇게나 빨리~ 일찍 가서 뭐 해~
24204,나만의 시간을 보내는데,너만의 시간~/좋지~
24205,혹시 그러다가 버스 안 와서 지각하면 어떡해,회사까지 다니는 버스도 많은데 무슨 지각이야~
24206,그 시간에 버스 타야지,이제 머리 안 말리고 나가면 감기 들어
24207,낼부턴 10분 더 늦게 나갈게~,그래~/지각할 것 같으면 12번 타고 가서 지하철로 환승해
24208,아 근데 회사 내가 1등인 줄 알았는데 대표님이 더 일찍 오심,대표님은 도대체 몇 시에 온 거야~
24209,그것도 신호 걸려서,회사 가까워서 좋네~
24210,할 일이 많으신가 보지,그래/일이 많아야 회사도 굴러가지~
24211,월 초에는 일이 엄청 많은데 월 말은 한가해,업무가 주마다 달라?
24212,저번 주까지는 그래도 한가했는데 이번 주부터는 진짜 바쁠 듯 ㅠㅠ,왜? 이번 주부터는 회사에 일이 많아?
24213,이번 주부터 급여 대장 나가야 할 회사들이 많아서 바빠~,오메 우리 딸 고생한그...
24214,사촌 동생 군대 갔을 땐 되게 빨리 간 것 같았는데 동생 군대는 생각보단 느리네,그치~/엄마도 그렇게 생각해
24215,동생도 비슷하지 않았나. 키키,그치~/세종 가서 명절 외에는 잘 안 내려왔으니까
24216,근데 벌써 동생이 군대에서 제일 짬밥이 많다니,동생 위에 있는 선임들 다 제대했대?
24217,인정 키키 쟤처럼 군 생활 잘 풀리기 힘들지,아들도 아들 나름대로 힘들어~
24218,전쟁 나면 지 포지션은 응원이라고 키키,설마 진짜 응원이겠어~?
